"ID","category","response","rt","sound1"
"2020","BirdsFlyingOff",7,1629.84500001767,"02"
"2020","BirdsFlyingOff",7,804.245000006631,"04"
"2020","BirdsFlyingOff",1,1128.33999999566,"05"
"2020","BirdsFlyingOff",6,1946.22000001254,"07"
"2020","BirdsFlyingOff",6,944.744999986142,"01"
"2020","BirdsFlyingOff",1,808.904999983497,"03"
"2020","BirdsFlyingOff",4,1577.22500001546,"04"
"2020","BirdsFlyingOff",3,2167.8649999958,"10"
"2020","BirdsFlyingOff",1,1183.30999999307,"09"
"2020","BirdsFlyingOff",7,915.015000005951,"08"
"2020","BirdsFlyingOff",5,1302.04499998945,"02"
"2020","BirdsFlyingOff",1,1058.2749999885,"06"
"2031","BirdSquawk",3,3793,"03"
"2031","BirdSquawk",8,1240,"08"
"2031","BirdSquawk",7,593,"05"
"2031","BirdSquawk",9,755,"01"
"2031","BirdSquawk",10,806,"09"
"2031","BirdSquawk",4,1095,"04"
"2031","BirdSquawk",4,990,"06"
"2031","BirdSquawk",7,667,"02"
"2031","BirdSquawk",10,2466,"07"
"2031","BirdSquawk",3,1370,"10"
"2031","BirdSquawk",8,1005,"01"
"2031","BirdSquawk",10,1728,"08"
"2031","BirdSquawk",8,995,"07"
"2031","BirdSquawk",4,827,"03"
"2031","BirdSquawk",3,894,"06"
"2031","BirdSquawk",10,1126,"09"
"2031","BirdSquawk",5,719,"04"
"2031","BirdSquawk",9,1075,"02"
"2031","BirdSquawk",7,1432,"10"
"2031","BirdSquawk",9,1041,"05"
"2032","BirdSquawk",9,2977.12499999989,"05"
"2032","BirdSquawk",7,1955.04500000015,"08"
"2032","BirdSquawk",1,1518.57500000006,"06"
"2032","BirdSquawk",2,1503.45500000003,"04"
"2032","BirdSquawk",7,3591.25499999982,"02"
"2032","BirdSquawk",2,2645.755,"03"
"2032","BirdSquawk",8,1144.45999999998,"07"
"2032","BirdSquawk",10,1176.54500000027,"01"
"2032","BirdSquawk",6,1185.55999999991,"09"
"2032","BirdSquawk",10,859.840000000069,"10"
"2032","BirdSquawk",8,1184.9000000002,"08"
"2032","BirdSquawk",2,1358.49499999995,"04"
"2032","BirdSquawk",1,816.095000000132,"03"
"2032","BirdSquawk",1,892.385000000111,"06"
"2032","BirdSquawk",7,1708.49499999986,"02"
"2032","BirdSquawk",10,1047.88499999995,"05"
"2032","BirdSquawk",7,1460.22500000027,"07"
"2032","BirdSquawk",10,2323.0550000003,"01"
"2032","BirdSquawk",7,1078.70500000037,"09"
"2032","BirdSquawk",10,722.044999999984,"10"
"2033","BirdSquawk",7,4738.64500003401,"10"
"2033","BirdSquawk",8,1758.22499999776,"07"
"2033","BirdSquawk",5,2966.55999997165,"01"
"2033","BirdSquawk",9,1205.56000003126,"02"
"2033","BirdSquawk",3,1179.22500008717,"03"
"2033","BirdSquawk",3,1217.50999998767,"06"
"2033","BirdSquawk",3,3260.37000003271,"08"
"2033","BirdSquawk",6,1198.7599999411,"05"
"2033","BirdSquawk",3,1438.06499999482,"04"
"2033","BirdSquawk",9,1026.62000001874,"09"
"2033","BirdSquawk",8,931.669999961741,"02"
"2033","BirdSquawk",3,791.680000023916,"10"
"2033","BirdSquawk",3,784.834999940358,"06"
"2033","BirdSquawk",2,585.055000032298,"03"
"2033","BirdSquawk",3,536.425000056624,"08"
"2033","BirdSquawk",4,903.270000009798,"04"
"2033","BirdSquawk",8,2393.30999995582,"07"
"2033","BirdSquawk",9,668.840000056662,"09"
"2033","BirdSquawk",4,3549.76500000339,"05"
"2033","BirdSquawk",3,662.405000068247,"01"
"2034","BirdSquawk",9,6337.1049999987,"09"
"2034","BirdSquawk",9,2240.7200000016,"02"
"2034","BirdSquawk",3,5313.65000001097,"03"
"2034","BirdSquawk",9,2606.9400000124,"07"
"2034","BirdSquawk",9,4886.59500000358,"01"
"2034","BirdSquawk",9,2643.8199999975,"08"
"2034","BirdSquawk",7,1619.77499999921,"05"
"2034","BirdSquawk",6,1178.03500000446,"04"
"2034","BirdSquawk",9,3527.97500000452,"06"
"2034","BirdSquawk",9,2290.7750000013,"10"
"2034","BirdSquawk",7,1176.68499999854,"09"
"2034","BirdSquawk",8,1574.66999998724,"02"
"2034","BirdSquawk",8,825.735000005807,"06"
"2034","BirdSquawk",2,1992.83000000287,"03"
"2034","BirdSquawk",8,2024.27999999782,"01"
"2034","BirdSquawk",5,729.605000000447,"08"
"2034","BirdSquawk",7,1133.89499999175,"10"
"2034","BirdSquawk",8,1413.78499999701,"04"
"2034","BirdSquawk",7,1991.98000000615,"05"
"2034","BirdSquawk",8,3054.94000000181,"07"
"2036","BirdSquawk",7,4245.99999999919,"07"
"2036","BirdSquawk",2,2085.99999999569,"05"
"2036","BirdSquawk",6,1893.00000000367,"01"
"2036","BirdSquawk",1,1920.00000000553,"06"
"2036","BirdSquawk",1,1338.99999999994,"08"
"2036","BirdSquawk",6,1828.9999999979,"04"
"2036","BirdSquawk",4,1673.0000000025,"10"
"2036","BirdSquawk",7,1868.99999999878,"03"
"2036","BirdSquawk",9,1126.00000000384,"09"
"2036","BirdSquawk",9,1729.99999999593,"02"
"2036","BirdSquawk",5,3449.99999999709,"03"
"2036","BirdSquawk",6,6754.00000000081,"06"
"2036","BirdSquawk",3,2518.00000000367,"05"
"2036","BirdSquawk",7,1316.99999999546,"07"
"2036","BirdSquawk",8,1161.99999999662,"02"
"2036","BirdSquawk",1,1430.00000000029,"08"
"2036","BirdSquawk",5,1824.00000000052,"04"
"2036","BirdSquawk",8,962.9999999961,"09"
"2036","BirdSquawk",7,1754.00000000081,"10"
"2036","BirdSquawk",7,1196.00000000355,"01"
"2035","BirdSquawk",3,3747.49999999767,"05"
"2035","BirdSquawk",5,1672.09999999614,"09"
"2035","BirdSquawk",6,1472.90000000794,"01"
"2035","BirdSquawk",4,1163.70000000461,"02"
